,name,origem,significado
55,Ademir,Árabe,"Ademir: Significa ""feito de ferro"", ""estrangeiro"", “nobre protetor”, “riqueza famosa”. O forte e imponente nome Ademir apresenta três possibilidades de origem. Ele é especialmente encontrado no Brasil e em alguns países da América Latina como nome masculino. A partir do árabe, o nome Ademir teria se originado a partir do nome da cidade egípcia Ad-Demiri. Neste caso, este nome carrega o significado de “feito de ferro”. Outra possibilidade de origem é a partir do nome árabe Adjemar, com o significado de “estrangeiro”. Algumas fontes apontam para a origem germânica deste nome. A partir de nomes como Audamar e Otmar, Ademir poderia significar “riqueza famosa”.A última possibilidade de origem é a partir da língua bósnia. Neste caso, o nome Ademir poderia significar “nobre protetor”. Popularidade do nome Ademir Atualmente, o nome Ademir pode ser encontrado com maior quantidade de registros no Brasil, no Peru, no México, na Colômbia, no Chile e no Paraguai. Uma das personalidades de maior destaque com este nome em nosso país é o ex-futebolista Ademir Ferreira da Guia (1942), considerado o maior ídolo da história do time paulista Palmeiras."
56,Adenilson,Hebraica,"Adenilson: Significa ""filho de Daniel"", “filho daquele que tem o Senhor como juiz”.Embora não seja possível confirmar a origem do nome Adenilson, estudiosos da onomástica indicam que o mesmo seja uma variação gráfica de Denilson.Denilson, nome de origem inglesa, significa ""filho de Daniel"". Terá surgido da expressão Danyll’son, o mesmo que “filho de Daniel”, em português. Seu significado decorre da junção do nome Daniel com a partícula son, patronímico inglês.Nesse sentido, Adenilson é um nome de origem patronímica.A origem de Daniel é hebraica. Surge do hebraico Daniyyel e significa “o Senhor é meu juiz”, sendo formado pelos elementos dan, que significa “juiz”, e El, que significa “Senhor”.Por extensão, o nome Adenilson carrega o sentido de “filho daquele que tem o Senhor como juiz”.O nome contou com mais de 30 mil registros, conforme os dados do Censo Demográfico 2010.Na altura da pesquisa, eram 34137 os seus portadores, mas a sua popularidade estava em queda desde a década de 70.No que respeita a Denilson, o número de portadores é superior, tal como sua popularidade também é maior.O Censo 2010 aponta mais de 74 mil registros.Os meninos registrados como Adenilson podem ser afetivamente chamados de Deni, Nilson ou Nilsinho."
57,Aderaldo,Germânica,Aderaldo: O que governa.
58,Aderbal,Hebraica,"Aderbal: Significa ""cultor de Baal"", ""cultor do senhor"", ""admirador do mestre"".Esse nome masculino surge com o fenício athar Baal, que quer dizer ""cultor de Baal"", sendo que Baal tem origem com o hebraico Ba'al, que significa ""senhor"", ""mestre"". Devido a isso, Aderbal fica com o sentido de ""cultor do senhor"", ""admirador do mestre"".O nome Baal era utilizado para nomear diversas divindades semíticas, que normalmente eram associadas às tempestades e à fertilidade. Elas eram adoradas pelos cananeus, fenícios e outros povos da Antiguidade. É considerado um nome clássico e popular no Brasil, com seu pico de popularidade nos anos 60."
59,Aderico,Germânica,Aderico: Príncipe guerreiro.
60,Adib,Árabe,"Adib: Educado, instruído."
61,Adilson,Hebraica,"Adílson: Por influência do inglês, e uma vez que son quer dizer ""filho"", o nome significa ""filho de Adiel"", ou ""filho de Adil"".Adiel é um nome de origem hebraica que une as palavras adi (ornamento) e el (Deus), e significa ""ornamento de Deus"".Se o uso do nome Adílson tiver base no significado ""filho de Adil"", a origem é árabe e significa ""filho de homem justo, imparcial""."
62,Adina,Hebraica,"Adina: Significa “meu Senhor”; “lugar de delícias”, “de qualidade nobre”, “o Senhor concedeu benefício”, “ornamento, beleza”; “delicada”.Adina tem não só uma mas pelo menos três possibilidades de étimos.O primeiro deles indica que seja o feminino de Adino, o qual surge do fenício Adon, que significa literalmente “meu Senhor”.Importa referir que Adhonáy, o mesmo que Adonai em português, é o nome hebraico de Deus.O segundo étimo possível respeita ao diminutivo italiano de Ada. Ada, por sua vez, apresenta cinco étimos.É o termo afetivo de nomes como Adosina. Pode também ter origem do germânico Eada, do hebraico Édhen, que significa “lugar de delícias”.Outras hipóteses sugerem seu surgimento a partir do inglês Ada, apelido de Adelaide, que tem o sentido “de qualidade nobre”.Mais uma hipótese diz que é a variação feminina do hebraico iddo, de addayah, que literalmente significa “o Senhor concedeu benefício”. E como quinta hipótese temos o hebraico Adah, que significa “ornamento, beleza”.Finalmente, o terceiro étimo seria árabe. Teria surgido de Aadina, que significa “delicada”.Apesar da semelhança gráfica, não deve ser confundido com Adna, cujo ""d"" é mudo. Isso porque Adna não partilha do mesmo sentido que Edna. Edna é um nome grego que significa “deleite, encanto”."
63,Adir,Fenícia,Adir: Nobre.
64,Adira,Hebraica,Adira: Sensível
65,Adjuto,Latina,"Adjuto: Significa ""Ajudado por Deus""."
66,Adler,Teutônica,"Adler: Significa “águia”; “heróico”, “vitorioso” ou “heróico como uma águia”, “vitorioso como uma águia”.O nome Adler tem origem alemã. Significa literalmente “águia” e pode ser encontrado como nome masculino ou como sobrenome.A águia está relacionada ao principal deus da mitologia nórdica, Odin, que é conhecido como o “Pai de Todos”. Por esse motivo, para os germânicos a águia simboliza heroísmo e vitória.Assim, o significado do nome pode ser entendido como “heróico”, “vitorioso” ou “heróico como uma águia”, “vitorioso como uma águia”.Acreditando-se que esses atributos sejam refletidos nas pessoas que o carreguem, estamos sem dúvida diante de um nome muito bonito.Tem destaque Alfred Adler (1870-1937), um psicólogo austríaco que trabalhou com Sigmund Freud e fundou a psicologia do desenvolvimento individual.Tendo em conta o número de seus portadores, o nome pode ser classificado como original no nosso país. Desta forma, trata-se de uma boa opção para aqueles que procuram nomes que sejam menos populares.De acordo com o Censo Demográfico 2010 o número de registros girava em torno de 1000.Curiosamente, a maior taxa de incidência é no estado de Sergipe.Hadler (com H) é sua variante gráfica.Para quem conhece o seu significado, “águia” pode ser utilizado como termo afetivo por aqueles que são assim batizados."
67,Admilson,Inglesa,"Admilson: Variação do nome Edmílson. Significa “filho do protetor das riquezas”, ""filho de Edmundo"".Edmilson é um nome brasileiro que apresenta pelo menos duas possibilidades de étimos.Uma delas indica que tenha surgido da aglutinação de nomes que apresentam a mesma inicial, tal como Edmundo, com Wilson.Edmundo, do germânico Hedmund, resulta da junção de ead, que significa “riqueza”, e mundo, que significa “proteção”.Wilson, do inglês, surge como diminutivo de William (o mesmo que Guilherme, em português) mais a partícula patronímica son, que significa “filho”.A outra indicação aponta que tenha surgido do inglês Edminson, uma variante de Edmundson, formado pela união do nome Edmund, versão inglesa de Edmundo, mais o vocábulo son​, que quer dizer ""filho"", dando ao nome Edmílson o significado de ""filho de Edmundo"".Termos afetivosOs portadores do nome Edmilson podem ser afetivamente chamados de Ed ou Edinho.PopularidadeDe acordo com o Censo Demográfico 2010 eram aproximadamente 94 mil o número de registros, o qual teve o seu pico de popularidade nos anos 70.Pernambuco era o estado que apresentava a maior taxa de incidência."
68,Adna,Grega,"Adna: Variação do nome Edna. Significa “rejuvenescimento”, “deleite”, “encanto”, “alegria”.De sonoridade agradável e significados que remetem à alegria, o nome feminino Edna tem origem a partir do grego Edná, derivado do hebraico ednáh, que quer dizer literalmente “deleite”, “encanto”, “alegria”, “prazer”, “rejuvenescimento”. O nome Edna está ainda calcado na mesma raiz da palavra Éden, localidade presente nas Escrituras Sagradas. Algumas fontes atribuem a sua origem como uma forma anglicizada do nome irlandês, também utilizado na Escócia, Eithne, que surgiu a partir do gaélico e significa “miolo” ou “miolo de noz”.O nome Edna na BíbliaEdna é uma personagem bíblica que seria a mãe de Sara no livro de Tobias, presente no Antigo Testamento da Bíblia. Este nome  só foi adotado na Inglaterra no século XVIII, provavelmente por maior influência do nome irlandês do que do nome bíblico.Popularidade do nome Edna O original irlandês é muito popular na Irlanda por influência de uma santa do século V, seguidora de São Patrício.Atualmente, o nome Edna pode ser encontrado com grande quantidade de registros em países como o Brasil, os Estados Unidos, as Filipinas, a Angola e a Inglaterra. Entre os brasileiros, Edna é considerado um nome feminino bastante popular. Seu belo significado e a fácil pronúncia em vários idiomas diferentes são algumas características importantes que fazem com que este nome seja muito apreciado em diferentes regiões do mundo."
69,Ado,Hebraica,Ado: Próspero.
70,Adolfina,Teutônica,Adolfina: Feminino diminutivo de Adolfo.
71,Adolfo,Germânica,"Adolfo: Significa “lobo nobre”, “da linhagem dos guerreiros nobres”.Tem origem no germânico Athalwolf, Adalwolf, formado pela união dos elementos athala, que significa “nobre” e wulf que quer dizer “lobo”.Para os germânicos o lobo simbolizava o guerreiro feroz, uma alegoria do poder indestrutível e por isso é atribuído por extensão o significado de “da linhagem dos guerreiros nobres” à Adolfo."
72,Adon,Hebraica,"Adon: Variação do nome Adonias. Significa ""meu senhor é Jeová (Yahweh)"", ""um dos filhos do rei Davi"".Derivado do nome hebraico Ădônı̂yâh, composto pelos elementos: Adonai, que quer dizer ""meu Mestre"", e por Yah, que é a forma abreviada de Yahweh. Juntos significam “meu mestre é Yahweh ”.Como consta no livro 2 de Samuel (capítulo 3 e versículo 4) da Bíblia, Adonias era o quarto filho do rei Davi com Hagite. Na história, Adonias teria nascido em Hebron. Durante duas vezes, Adonias tentou reivindicar o trono de Davi, ao ver o pai perto da morte. No entanto, nas duas vezes, foi impedido por Salomão, que acabou por se tornar rei de Israel.Adonias foi morto a ando de Salomão, sendo executado por Banaías."
73,Adonai,Hebraica,"Adonai: Significa ""meu Senhor"" ou ""meu Senhor Deus"".Adonai é um nome de origem hebraica, registrado no Antigo Testamento da Bíblia Sagrada como um dos vários nomes de Deus. A interpretação mais aceita para esta expressão é ""meu Senhor"" ou ""meu Senhor Deus"", na tradução para o português. De acordo com as instruções narradas na bíblia, o termo Adonai surgiu como uma forma de substituir o suposto real nome de Deus, ​Yahweh (Javé), que também era representado pelo tetragrama ​YHWH. Para evitar o uso do nome de Deus de maneira inapropriada, os hebreus referiam-se à Javé por Adonai, ou seja, ""o meu Senhor"". Segundo a tradição judaica, o nome Adonai também não deve ser utilizado em vão ou em lugares ""impróprios"", como em bares ou banheiros, por exemplo. O nome Adonai é ainda hoje utilizado entre os membros de religiões judaicas ou hebraicas como uma forma de saudação, como por exemplo Shanom Adonai, que significa ""a paz do Senhor"". Como nome próprio, Adonai é bastante comum no Brasil, assim como Javé."
74,Adonaide,Grega,Adonaide: Nome poético da deusa Vênus.
75,Adonias,Hebraica,"Adonias: Significa ""meu senhor é Jeová (Yahweh)"", ""um dos filhos do rei Davi"".Derivado do nome hebraico Ădônı̂yâh, composto pelos elementos: Adonai, que quer dizer ""meu Mestre"", e por Yah, que é a forma abreviada de Yahweh. Juntos significam “meu mestre é Yahweh ”.Como consta no livro 2 de Samuel (capítulo 3 e versículo 4) da Bíblia, Adonias era o quarto filho do rei Davi com Hagite. Na história, Adonias teria nascido em Hebron. Durante duas vezes, Adonias tentou reivindicar o trono de Davi, ao ver o pai perto da morte. No entanto, nas duas vezes, foi impedido por Salomão, que acabou por se tornar rei de Israel.Adonias foi morto a ando de Salomão, sendo executado por Banaías."
